id,name,country,city,state,extended_address,url,display_location,score,postal_code,address,timezone,slug,event_count,lat,lon
258,Gila River Arena,US,Glendale,AZ,"Glendale, AZ 85305",https://seatgeek.com/venues/gila-river-arena/tickets/,"Glendale, AZ",0.77171,85305,9400 W. Maryland Ave.,America/Phoenix,gila-river-arena,51,33.5315,-112.261
194,Lake Tahoe Outdoor Arena at Harveys,US,Stateline,NV,"Stateline, NV 89449",https://seatgeek.com/venues/lake-tahoe-outdoor-arena-at-harveys-1/tickets/,"Stateline, NV",0.75838,89449,18 Highway 50,America/Los_Angeles,lake-tahoe-outdoor-arena-at-harveys-1,8,38.96,-119.942
336,Taco Bell Arena,US,Boise,ID,"Boise, ID 83725",https://seatgeek.com/venues/taco-bell-arena/tickets/,"Boise, ID",0.61137,83725,1910 University Drive,America/Boise,taco-bell-arena,15,43.6033,-116.199
3062,Amphitheater Northwest,US,Ridgefield,WA,"Ridgefield, WA 98642",https://seatgeek.com/venues/amphitheater-northwest/tickets/,"Ridgefield, WA",0.68383,98642,17200 NE Delfel Road,America/Los_Angeles,amphitheater-northwest,7,45.7471,-122.663
48,Gorge Amphitheatre,US,George,WA,"George, WA 98848",https://seatgeek.com/venues/gorge-amphitheatre/tickets/,"George, WA",0.75107,98848,754 Silica Road NW,America/Los_Angeles,gorge-amphitheatre,15,47.079,-119.856
969,Los Angeles County Fair,US,Pomona,CA,"Pomona, CA 91768",https://seatgeek.com/venues/los-angeles-county-fair/tickets/,"Pomona, CA",0.57503,91768,1101 W. McKinley Ave.,America/Los_Angeles,los-angeles-county-fair,16,34.081,-117.765
353,The Colosseum at Caesars Windsor,Canada,Windsor,ON,"Windsor, Canada",https://seatgeek.com/venues/the-colosseum-at-caesars-windsor/tickets/,"Windsor, Canada",0.57826,N9A 7H7,377 Riverside Drive East,America/Toronto,the-colosseum-at-caesars-windsor,16,42.321,-83.0341
301,Casino Rama,Canada,Rama,ON,"Rama, Canada",https://seatgeek.com/venues/casino-rama/tickets/,"Rama, Canada",0.54879,L0K 1T0,5899 Rama Road,America/Toronto,casino-rama,32,44.6482,-79.3484
8820,Borgata Event Center,US,Atlantic City,NJ,"Atlantic City, NJ 08401",https://seatgeek.com/venues/borgata-event-center/tickets/,"Atlantic City, NJ",0.6704,08401,1 Borgata Way,America/New_York,borgata-event-center,53,39.378,-74.4339
71,Bethel Woods Center For The Arts,US,Bethel,NY,"Bethel, NY 12720",https://seatgeek.com/venues/bethel-woods-center-for-the-arts/tickets/,"Bethel, NY",0.70684,12720,200 Hurd Road,America/New_York,bethel-woods-center-for-the-arts,26,41.7006,-74.8821
5040,Meadow Brook Music Festival,US,Rochester Hills,MI,"Rochester Hills, MI 48309",https://seatgeek.com/venues/meadow-brook-music-festival/tickets/,"Rochester Hills, MI",0.64098,48309,3554 Walton Blvd,America/New_York,meadow-brook-music-festival,15,42.6784,-83.2101
293,Chastain Park Amphitheatre,US,Atlanta,GA,"Atlanta, GA 30342",https://seatgeek.com/venues/chastain-park-amphitheatre/tickets/,"Atlanta, GA",0.67166,30342,4469 Stella Dr NW,America/New_York,chastain-park-amphitheatre,28,33.8766,-84.396
583,Kennedy Center Concert Hall,US,Washington,DC,"Washington, DC 20566",https://seatgeek.com/venues/kennedy-center-concert-hall/tickets/,"Washington, DC",0.56448,20566,2700 F St. NW,America/New_York,kennedy-center-concert-hall,7,38.8961,-77.0549
31092,Kucukciftlik Park,Turkey,Macka,Istanbul,"Macka, Turkey",https://seatgeek.com/venues/kucukciftlik-park/tickets/,"Macka, Turkey",0.0,80680,Kadirgalar Yokusu No.5,Europe/Istanbul,kucukciftlik-park,1,40.8103,39.6138
591,The Colosseum At Caesars Palace,US,Las Vegas,NV,"Las Vegas, NV 89109",https://seatgeek.com/venues/the-colosseum-at-caesars-palace/tickets/,"Las Vegas, NV",0.6643,89109,3570 Las Vegas Blvd South,America/Los_Angeles,the-colosseum-at-caesars-palace,90,36.1172,-115.173
48039,Theatre de Plein Air - Parc Expo,France,Colmar,C1,"Colmar, France",https://seatgeek.com/venues/theatre-de-plein-air-parc-expo/tickets/,"Colmar, France",0.0,68000,1 Avenue de la Foire aux Vins,Europe/Paris,theatre-de-plein-air-parc-expo,1,48.0948,7.35644
3179,Randalls Island,US,New York,NY,"New York, NY 10035",https://seatgeek.com/venues/randalls-island/tickets/,"New York, NY",0.7621,10035,1 Randalls Island Park,America/New_York,randalls-island,8,40.7932,-73.9213
945,San Manuel Amphitheater,US,San Bernardino,CA,"San Bernardino, CA 92407",https://seatgeek.com/venues/san-manuel-amphitheater/tickets/,"San Bernardino, CA",0.71786,92407,2575 Glen Helen Parkway,America/Los_Angeles,san-manuel-amphitheater,12,34.2104,-117.408
3243,Xs The Nightclub At Encore,US,Las Vegas,NV,"Las Vegas, NV 89109",https://seatgeek.com/venues/xs-the-nightclub-at-encore/tickets/,"Las Vegas, NV",0.52725,89109,3131 Las Vegas Blvd. South,America/Los_Angeles,xs-the-nightclub-at-encore,117,36.1274,-115.168
8719,Encore Beach Club,US,Las Vegas,NV,"Las Vegas, NV 89109",https://seatgeek.com/venues/encore-beach-club/tickets/,"Las Vegas, NV",0.51931,89109,3100 Las Vegas Blvd South,America/Los_Angeles,encore-beach-club,29,36.1311,-115.166
22234,Chattahoochee Hills,US,Fairburn,GA,"Fairburn, GA 30268",https://seatgeek.com/venues/chattahoochee-hills/tickets/,"Fairburn, GA",0.78942,30268,9445 Browns Lake Road,America/New_York,chattahoochee-hills,4,33.6393,-84.7053
41720,Dubuque County Fair,US,Dubuque,IA,"Dubuque, IA 52002",https://seatgeek.com/venues/dubuque-county-fair/tickets/,"Dubuque, IA",0.0,52002,14569 Old Highway Road,America/Chicago,dubuque-county-fair,7,42.4848,-90.8042
308,Wisconsin State Fair Park,US,West Allis,WI,"West Allis, WI 53214",https://seatgeek.com/venues/wisconsin-state-fair-park/tickets/,"West Allis, WI",0.56643,53214,640 S. 84th Street,America/Chicago,wisconsin-state-fair-park,42,43.0244,-88.0158
64,Nikon at Jones Beach Theater,US,Wantagh,NY,"Wantagh, NY 11793",https://seatgeek.com/venues/nikon-at-jones-beach-theater/tickets/,"Wantagh, NY",0.79817,11793,1000 Ocean Parkway,America/New_York,nikon-at-jones-beach-theater,23,40.5951,-73.521
770,Puyallup Fairgrounds,US,Puyallup,WA,"Puyallup, WA 98371",https://seatgeek.com/venues/puyallup-fairgrounds/tickets/,"Puyallup, WA",0.63205,98371,110 9th Ave SW,America/Los_Angeles,puyallup-fairgrounds,16,47.1904,-122.296
3227,Motorpoint Arena Cardiff,UK,Cardiff,Cardiff,"Cardiff, UK",https://seatgeek.com/venues/motorpoint-arena-cardiff-2/tickets/,"Cardiff, UK",0.51299,CF10 2EQ,Mary Ann Street,Europe/London,motorpoint-arena-cardiff-2,33,51.4971,-3.18135
3536,Odyssey Arena,UK,Belfast,Ant,"Belfast, UK",https://seatgeek.com/venues/odyssey-arena/tickets/,"Belfast, UK",0.45969,BT3 9QQ,2 Queens Quay,Europe/London,odyssey-arena,30,54.6016,-5.9184
39216,The SSE Hydro,UK,Glasgow,Glg,"Glasgow, UK",https://seatgeek.com/venues/the-sse-hydro/tickets/,"Glasgow, UK",0.58984,G3 8YW,1 EXHIBITION WAY,Europe/London,the-sse-hydro,63,55.8599,-4.2833
3624,NIA Academy,UK,Birmingham,Warwickshire,"Birmingham, UK",https://seatgeek.com/venues/nia-academy/tickets/,"Birmingham, UK",0.58026,B1,King Edwards Road,Europe/London,nia-academy,48,52.4831,-1.92006
3309,Bournemouth International Centre,UK,Bournemouth,Bmh,"Bournemouth, UK",https://seatgeek.com/venues/bournemouth-international-centre/tickets/,"Bournemouth, UK",0.50564,BH2 5BH,Exeter Road,Europe/London,bournemouth-international-centre,35,50.7204,-1.88091
3324,Brighton Centre,UK,Brighton,Bnh,"Brighton, UK",https://seatgeek.com/venues/brighton-centre/tickets/,"Brighton, UK",0.51615,BN1 2GR,15 Kings Parade,Europe/London,brighton-centre,38,50.8203,-0.14274
138,Molson Canadian Amphitheatre,Canada,Toronto,ON,"Toronto, Canada",https://seatgeek.com/venues/molson-canadian-amphitheatre/tickets/,"Toronto, Canada",0.76469,M6K 3L3,909 Lakeshore Blvd W,America/Toronto,molson-canadian-amphitheatre,31,43.6319,-79.4299
6113,Loggers Sports Grounds,Canada,Squamish,BC,"Squamish, Canada",https://seatgeek.com/venues/loggers-sports-grounds/tickets/,"Squamish, Canada",0.66155,V8B 0H3,39641 Loggers Lane,America/Vancouver,loggers-sports-grounds,4,49.7245,-123.141
7923,The Boulevard Theater,US,Las Vegas,NV,"Las Vegas, NV 89109",https://seatgeek.com/venues/the-boulevard-theater/tickets/,"Las Vegas, NV",0.56038,89109,3708 Las Vegas Boulevard South,America/Los_Angeles,the-boulevard-theater,10,36.1083,-115.173
1025,Piedmont Park,US,Atlanta,GA,"Atlanta, GA 30306",https://seatgeek.com/venues/piedmont-park/tickets/,"Atlanta, GA",0.73848,30306,400 Park Drive,America/New_York,piedmont-park,5,33.7878,-84.3737
48418,National Mall,US,Washington,DC,"Washington, DC 20301",https://seatgeek.com/venues/national-mall/tickets/,"Washington, DC",0.0,20301,900 Ohio Dr. SW,America/New_York,national-mall,1,38.8817,-77.0326
49930,Cofton Park,UK,Birmingham,,"Birmingham, UK",https://seatgeek.com/venues/cofton-park/tickets/,"Birmingham, UK",0.44011,B31 2BQ,Low Hill Lane,Europe/London,cofton-park,4,52.3831,-1.99498
3548,Jammin Java,US,Vienna,VA,"Vienna, VA 22180",https://seatgeek.com/venues/jammin-java/tickets/,"Vienna, VA",0.37611,22180,227 Maple Ave E,America/New_York,jammin-java,104,38.9042,-77.2613
9231,The Studio at Webster Hall,US,New York,NY,"New York, NY 10003",https://seatgeek.com/venues/the-studio-at-webster-hall/tickets/,"New York, NY",0.4716,10003,410 West 42nd Street,America/New_York,the-studio-at-webster-hall,35,40.7584,-73.9934
24070,Fete,US,Providence,RI,"Providence, RI 02909",https://seatgeek.com/venues/fete/tickets/,"Providence, RI",0.0,02909,103 Dike St,America/New_York,fete,5,41.8161,-71.4436
40265,Heat Ultra Lounge,US,Anaheim,CA,"Anaheim, CA 92802",https://seatgeek.com/venues/heat-ultra-lounge/tickets/,"Anaheim, CA",0.0,92802,400 West Disney Way Suite 214,America/Los_Angeles,heat-ultra-lounge,1,33.8353,-117.915
54637,MGM Resorts Village,US,Las Vegas,NV,"Las Vegas, NV 89119",https://seatgeek.com/venues/mgm-resorts-village/tickets/,"Las Vegas, NV",0.72399,89119,3901 Las Vegas Blvd,America/Los_Angeles,mgm-resorts-village,5,36.2309,-115.071
191,The Forum,US,Inglewood,CA,"Inglewood, CA 90305",https://seatgeek.com/venues/the-forum/tickets/,"Inglewood, CA",0.82625,90305,3900 W Manchester Blvd.,America/Los_Angeles,the-forum,24,33.9582,-118.342
9418,Central Field Forest Park,US,Saint Louis,MO,"Saint Louis, MO 63110",https://seatgeek.com/venues/central-field-forest-park/tickets/,"Saint Louis, MO",0.63824,63110,5300 Wells Drive,America/Chicago,central-field-forest-park,2,38.64,-90.28
37304,Champions Square,US,New Orleans,LA,"New Orleans, LA 70112",https://seatgeek.com/venues/champions-square/tickets/,"New Orleans, LA",0.64342,70112,1 Lasalle Street,America/Chicago,champions-square,10,29.9459,-90.0819
16077,Echostage,US,Washington,DC,"Washington, DC 20018",https://seatgeek.com/venues/echostage-1/tickets/,"Washington, DC",0.63168,20018,2135 Queens Chapel Road NE,America/New_York,echostage-1,22,38.9197,-76.9727
3804,Fantasy Springs Resort Casino,US,Indio,CA,"Indio, CA 92203",https://seatgeek.com/venues/fantasy-springs-resort-casino/tickets/,"Indio, CA",0.53624,92203,84245 Indio Springs Parkway,America/Los_Angeles,fantasy-springs-resort-casino,13,33.7215,-116.193
25831,GIGANTINHO,Brazil,Porto Alegre,RS,"Porto Alegre, Brazil",https://seatgeek.com/venues/gigantinho/tickets/,"Porto Alegre, Brazil",0.0,90840-690,Av. Assis Brasil 1200 Passo D'Areia,America/Sao_Paulo,gigantinho,1,-30.008,-51.1734
41945,Green Park - St. Polten,Austria,St. Polten,,"St. Polten, Austria",https://seatgeek.com/venues/green-park-st-polten/tickets/,"St. Polten, Austria",0.0,3109,9 Kelsengasse,Europe/Vienna,green-park-st-polten,1,48.18,15.6234
10286,Weston Park,UK,Shifnal,Tfw,"Shifnal, UK",https://seatgeek.com/venues/weston-park/tickets/,"Shifnal, UK",0.69346,TF11 8LE,Weston-under-Lizard,Europe/London,weston-park,3,52.6954,-2.28983
4331,Hylands Park,UK,Chelmsford,London,"Chelmsford, UK",https://seatgeek.com/venues/hylands-park/tickets/,"Chelmsford, UK",0.6839,CM2 8WQ,London Road,Europe/London,hylands-park,3,51.7125,0.44528
10513,Eishalle Deutweg,Switzerland,Winterthur,ZH,"Winterthur, Switzerland",https://seatgeek.com/venues/eishalle-deutweg/tickets/,"Winterthur, Switzerland",0.0,8400,Gruzefeldstr 30,Europe/Zurich,eishalle-deutweg,3,47.4954,8.74819
9091,Jahrhunderthalle Frankfurt,Germany,Frankfurt am Main,Hesse,"Frankfurt am Main, Germany",https://seatgeek.com/venues/jahrhunderthalle-frankfurt/tickets/,"Frankfurt am Main, Germany",0.0,65929,Pfaffenwiese 301,Europe/Berlin,jahrhunderthalle-frankfurt,9,50.0991,8.51972
4689,Stadtpark Freilichtbuhne,Germany,Hamburg,HH,"Hamburg, Germany",https://seatgeek.com/venues/stadtpark-freilichtbuhne/tickets/,"Hamburg, Germany",0.0,22303,Saarlandstrasse 71,Europe/Berlin,stadtpark-freilichtbuhne,9,53.5972,10.0303
10163,Boucher Playing Fields,Europe,Belfast,Ant,"Belfast, Europe",https://seatgeek.com/venues/boucher-playing-fields/tickets/,"Belfast, Europe",0.40826,BT126HR,Boucher Road,Europe/London,boucher-playing-fields,2,54.5769,-5.96358
17,Rogers Centre,Canada,Toronto,ON,"Toronto, Canada",https://seatgeek.com/venues/rogers-centre/tickets/,"Toronto, Canada",0.75481,M5V 1J1,1 Blue Jays Way,America/Toronto,rogers-centre,66,43.6422,-79.3909
173,Tempe Beach Park,US,Tempe,AZ,"Tempe, AZ 85281",https://seatgeek.com/venues/tempe-beach-park/tickets/,"Tempe, AZ",0.58651,85281,31 E 5th Street,America/Phoenix,tempe-beach-park,8,33.4308,-111.941
539,Theatre of Living Arts,US,Philadelphia,PA,"Philadelphia, PA 19147",https://seatgeek.com/venues/theatre-of-living-arts/tickets/,"Philadelphia, PA",0.50162,19147,334 South Street,America/New_York,theatre-of-living-arts,50,39.9413,-75.1488
519,Irving Plaza,US,New York,NY,"New York, NY 10003",https://seatgeek.com/venues/irving-plaza/tickets/,"New York, NY",0.55847,10003,17 Irving Place,America/New_York,irving-plaza,58,40.7535,-73.981
540,Paradise Rock Club,US,Boston,MA,"Boston, MA 02215",https://seatgeek.com/venues/paradise-rock-club/tickets/,"Boston, MA",0.52254,02215,967 Commonwealth Avenue,America/New_York,paradise-rock-club,34,42.352,-71.1195
3702,Jiffy Lube Live,US,Bristow,VA,"Bristow, VA 20136",https://seatgeek.com/venues/jiffy-lube-live/tickets/,"Bristow, VA",0.76776,20136,7800 Cellar Door Drive,America/New_York,jiffy-lube-live,15,38.7858,-77.5879
151,PNC Bank Arts Center,US,Holmdel,NJ,"Holmdel, NJ 07733",https://seatgeek.com/venues/pnc-bank-arts-center/tickets/,"Holmdel, NJ",0.76981,07733,116 Garden State Pkwy.,America/New_York,pnc-bank-arts-center,28,40.3936,-74.1755
7546,Barclays Center,US,Brooklyn,NY,"Brooklyn, NY 11217",https://seatgeek.com/venues/barclays-center/tickets/,"Brooklyn, NY",0.8488,11217,620 Atlantic Avenue,America/New_York,barclays-center,81,40.6837,-73.9788
139,Bell Centre,Canada,Montreal,QC,"Montreal, Canada",https://seatgeek.com/venues/bell-centre/tickets/,"Montreal, Canada",0.76085,H3C 5L2,1909 Avenue des Canadiens-de-Montreal,America/Toronto,bell-centre,89,45.496,-73.5695
67,DTE Energy Music Theatre,US,Clarkston,MI,"Clarkston, MI 48348",https://seatgeek.com/venues/dte-energy-music-theatre/tickets/,"Clarkston, MI",0.74992,48348,7774 Sashabaw Road,America/Detroit,dte-energy-music-theatre,31,42.7468,-83.3801
3705,Aaron's Amphitheatre at Lakewood,US,Atlanta,GA,"Atlanta, GA 30315",https://seatgeek.com/venues/aaron-s-amphitheatre-at-lakewood/tickets/,"Atlanta, GA",0.76706,30315,2002 Lakewood Way,America/New_York,aaron-s-amphitheatre-at-lakewood,18,33.7009,-84.3954
79,Susquehanna Bank Center,US,Camden,NJ,"Camden, NJ 08103",https://seatgeek.com/venues/susquehanna-bank-center/tickets/,"Camden, NJ",0.77718,08103,1 Harbor Blvd.,America/New_York,susquehanna-bank-center,22,39.9408,-75.1296
3704,First Niagara Pavilion,US,Burgettstown,PA,"Burgettstown, PA 15021",https://seatgeek.com/venues/first-niagara-pavilion/tickets/,"Burgettstown, PA",0.72471,15021,665 Route 18,America/New_York,first-niagara-pavilion,17,40.4236,-80.4268
84,Sprint Center,US,Kansas City,MO,"Kansas City, MO 64106",https://seatgeek.com/venues/sprint-center/tickets/,"Kansas City, MO",0.76102,64106,1407 Grand Boulevard,America/Chicago,sprint-center,55,39.0981,-94.5805
186,Scottrade Center,US,St. Louis,MO,"St. Louis, MO 63103",https://seatgeek.com/venues/scottrade-center/tickets/,"St. Louis, MO",0.78873,63103,1401 Clark Avenue,America/Chicago,scottrade-center,66,38.6262,-90.2021
82,Hollywood Casino Amphitheatre,US,Tinley Park,IL,"Tinley Park, IL 60477",https://seatgeek.com/venues/hollywood-casino-amphitheatre-1/tickets/,"Tinley Park, IL",0.80434,60477,19100 RIDGELAND AVE,America/Chicago,hollywood-casino-amphitheatre-1,21,41.5439,-87.7758
69,Klipsch Music Center,US,Noblesville,IN,"Noblesville, IN 46060",https://seatgeek.com/venues/klipsch-music-center/tickets/,"Noblesville, IN",0.74437,46060,12880 E 146th St,America/Indiana/Indianapolis,klipsch-music-center,21,40.0014,-85.9365
68,Blossom Music Center,US,Cuyahoga Falls,OH,"Cuyahoga Falls, OH 44223",https://seatgeek.com/venues/blossom-music-center/tickets/,"Cuyahoga Falls, OH",0.74572,44223,1145 West Steels Corners Road,America/New_York,blossom-music-center,16,41.1913,-81.5608
168,Darien Lake Performing Arts Center,US,Darien Center,NY,"Darien Center, NY 14040",https://seatgeek.com/venues/darien-lake-performing-arts-center/tickets/,"Darien Center, NY",0.73395,14040,9993 Alleghany Road,America/New_York,darien-lake-performing-arts-center,20,42.9321,-78.3908
1543,Webster Bank Arena,US,Bridgeport,CT,"Bridgeport, CT 06604",https://seatgeek.com/venues/webster-bank-arena/tickets/,"Bridgeport, CT",0.6225,06604,600 Main Street,America/New_York,webster-bank-arena,15,41.1828,-73.181
65,Hersheypark Stadium,US,Hershey,PA,"Hershey, PA 17033",https://seatgeek.com/venues/hersheypark-stadium/tickets/,"Hershey, PA",0.81493,17033,100 W. Hersheypark Dr.,America/New_York,hersheypark-stadium,6,40.288,-76.6545
66917,Atlantic City Beach,US,Atlantic City,NJ,"Atlantic City, NJ 08401",https://seatgeek.com/venues/atlantic-city-beach/tickets/,"Atlantic City, NJ",0.53993,08401,3211 Boardwalk,America/New_York,atlantic-city-beach,3,39.3507,-74.4489
15831,Osaka-Jo Hall,Japan,Osaka,??,"Osaka, Japan",https://seatgeek.com/venues/osaka-jo-hall/tickets/,"Osaka, Japan",0.0,,,Asia/Tokyo,osaka-jo-hall,13,34.6937,135.502
12605,Yokohama Arena,Japan,Yokohama,??,"Yokohama, Japan",https://seatgeek.com/venues/yokohama-arena/tickets/,"Yokohama, Japan",0.0,222-0033,"3-10,Shinyokohama,Kohoku-ku",Asia/Tokyo,yokohama-arena,16,35.4437,139.638
17157,Asiaworld-expo,Hong Kong,Hong Kong,Central And Western,"Hong Kong, Hong Kong",https://seatgeek.com/venues/asiaworld-expo/tickets/,"Hong Kong, Hong Kong",0.0,999077,1 Sky Plaza Road,Asia/Hong_Kong,asiaworld-expo,3,22.3148,113.938
36629,Olympic Gym,South Korea,Seoul,,"Seoul, South Korea",https://seatgeek.com/venues/olympic-gym/tickets/,"Seoul, South Korea",0.0,,,Asia/Seoul,olympic-gym,1,37.5571,126.977
30054,Impact Arena,Thailand,Bangkok,??,"Bangkok, Thailand",https://seatgeek.com/venues/impact-arena/tickets/,"Bangkok, Thailand",0.0,11120,99 Popular Road Banmai Subdistrict Pakkred District,Asia/Bangkok,impact-arena,2,13.7563,100.502
4900,Rod Laver Arena,Australia,Melbourne,Vic,"Melbourne, Australia",https://seatgeek.com/venues/rod-laver-arena/tickets/,"Melbourne, Australia",0.0,3000,Batman Avenue,Australia/Melbourne,rod-laver-arena,20,-37.8218,144.978
7183,Brisbane Entertainment Centre,Australia,Brisbane,Qld,"Brisbane, Australia",https://seatgeek.com/venues/brisbane-entertainment-centre/tickets/,"Brisbane, Australia",0.0,,210 Brunswick Street,Australia/Brisbane,brisbane-entertainment-centre,11,-27.3431,153.073
9846,Allphones Arena,Australia,Sydney,Nsw,"Sydney, Australia",https://seatgeek.com/venues/allphones-arena/tickets/,"Sydney, Australia",0.0,2127,Corner Edwin Flack Avenue and Olympic Boulevard,Australia/Sydney,allphones-arena,1,-33.8443,151.063
119,Van Andel Arena,US,Grand Rapids,MI,"Grand Rapids, MI 49503",https://seatgeek.com/venues/van-andel-arena/tickets/,"Grand Rapids, MI",0.694,49503,130 Fulton Street West,America/Detroit,van-andel-arena,30,42.9621,-85.6716
15868,Luna Park,Argentina,Buenos Aires,C,"Buenos Aires, Argentina",https://seatgeek.com/venues/luna-park/tickets/,"Buenos Aires, Argentina",0.0,C1428,Av. Madero 420,America/Argentina/Buenos_Aires,luna-park,5,-34.6026,-58.3682
13000,Espaco das Americas,Brazil,Sao Paulo,AM,"Sao Paulo, Brazil",https://seatgeek.com/venues/espaco-das-americas/tickets/,"Sao Paulo, Brazil",0.0,01156000,"Rua Tagipuru, 795",America/Sao_Paulo,espaco-das-americas,2,-23.5278,-46.6678
